crop_type,soil_type,weather_condition,pest_pressure,disease_name,water_stress_level,irrigation_needed,ndvi,soil_moisture_percent,temperature_celsius,humidity_percent,rainfall_mm,ph_level,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_fertility_index,crop_yield,latitude,longitude,nitrogen_recommendation
Grapes,Loamy,Cool,High,Anthracnose,Moderate,Yes,0.306,29.7,20.0,80.3,71.4,5.67,12.3,140.0,200.7,87.1,3.76,24.6456,93.8517,9.1
Mothbeans,Loamy,Normal,Medium,None,Moderate,Yes,0.248,31.7,29.0,67.4,65.7,9.27,20.3,55.4,19.5,26.6,2.3,12.8542,70.8919,0.0
Pigeonpeas,Sandy,Normal,High,Fusarium Wilt,Low,No,0.377,39.0,38.4,51.9,139.3,5.67,39.9,78.0,24.4,54.3,3.39,13.4619,79.7243,0.5
Apple,Silty,Normal,High,Apple Scab,Low,No,0.373,39.5,24.2,90.5,116.6,6.02,32.4,142.7,202.1,91.0,4.41,11.9288,90.1422,0.1
Jute,Loamy,Rainy,High,Anthracnose,Low,No,0.562,67.9,20.2,72.1,180.5,6.84,77.1,45.9,35.8,67.7,3.64,10.5864,93.8707,5.6
Coconut,Silty,Normal,High,Root Wilt,Low,No,0.503,36.6,27.7,90.5,147.9,5.8,21.7,21.0,32.4,52.7,3.33,22.7536,87.7529,0.0
Mungbean,Clayey,Normal,High,None,High,Yes,0.28,10.0,29.1,80.7,40.2,6.31,3.9,58.7,23.9,62.3,2.42,34.2275,87.1282,17.2
Banana,Silty,Normal,High,None,Moderate,Yes,0.585,35.1,26.9,83.4,94.3,5.54,119.4,94.7,53.3,73.6,5.1,26.1595,73.9414,4.2
Lentil,Loamy,Normal,High,None,Moderate,Yes,0.248,12.4,22.5,68.4,50.6,5.88,16.4,55.3,23.2,54.9,3.32,27.9955,70.0452,1.7
Mothbeans,Sandy,Normal,High,None,Moderate,Yes,0.45,20.8,26.6,67.7,60.6,5.17,36.1,47.2,16.8,43.8,3.11,19.4523,93.6824,0.0
Chickpea,Loamy,Normal,Low,None,Moderate,Yes,0.459,17.9,29.9,14.7,71.9,5.83,42.2,67.4,76.3,66.3,5.3,29.412,80.8187,3.4
Coffee,Sandy,Rainy,Medium,None,Low,No,0.699,70.1,22.1,56.4,195.4,6.85,117.3,34.2,26.9,71.5,7.36,19.348,72.4398,0.0
Chickpea,Sandy,Normal,Low,None,Moderate,Yes,0.394,26.9,25.8,10.3,90.3,6.82,29.0,70.7,78.4,64.3,4.89,23.0234,68.5064,11.8
Banana,Loamy,Normal,High,None,Low,No,0.639,29.8,26.2,78.8,114.4,6.06,94.8,73.6,46.0,67.8,5.14,31.896,81.8164,6.1
Grapes,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.398,21.4,31.9,83.4,68.5,6.11,11.3,135.4,199.5,91.9,3.57,12.1878,86.4757,6.2
Grapes,Silty,Cool,Low,Anthracnose,Moderate,Yes,0.426,35.1,8.7,84.0,69.6,5.64,40.0,142.0,198.7,82.6,4.46,35.3146,80.2131,0.9
Muskmelon,Sandy,Normal,High,None,High,Yes,0.445,10.0,26.6,92.0,22.1,6.36,97.8,14.7,48.6,65.1,2.92,19.838,86.676,1.3
Pigeonpeas,Silty,Normal,High,Fusarium Wilt,Low,No,0.329,33.9,37.9,68.2,135.3,7.11,18.8,68.6,19.5,58.5,3.73,8.6912,73.9871,2.9
Mothbeans,Clayey,Normal,Medium,None,High,Yes,0.252,17.1,25.2,46.1,38.9,8.58,10.9,53.6,20.6,34.6,2.18,25.7574,89.3242,11.4
Coffee,Clayey,Normal,High,None,Low,No,0.644,34.0,29.2,67.4,118.1,6.5,83.9,16.6,25.2,68.1,5.44,34.3681,84.92,16.7
Apple,Silty,Normal,High,Apple Scab,Low,No,0.266,44.0,24.0,90.8,104.1,6.38,13.5,124.4,198.0,89.4,4.73,34.2059,96.3076,7.8
Pigeonpeas,Silty,Rainy,High,Fusarium Wilt,Low,No,0.496,57.6,37.4,48.9,174.4,5.93,36.4,57.4,15.4,54.1,3.09,8.5758,82.2612,2.7
Mango,Clayey,Normal,High,None,Moderate,Yes,0.324,41.8,25.7,46.3,92.9,5.25,35.4,39.7,33.9,48.7,3.38,35.5141,70.4091,2.2
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.313,46.4,20.8,94.3,107.0,5.69,0.6,142.3,199.2,81.1,4.74,15.6303,96.8885,15.9
Lentil,Silty,Cool,Low,None,Moderate,Yes,0.365,29.8,19.0,65.5,54.6,5.76,30.0,74.0,19.6,50.1,4.01,9.0435,87.4852,2.9
Banana,Loamy,Normal,High,Panama Wilt,Low,No,0.523,27.1,27.1,82.1,100.4,5.63,94.7,82.8,54.9,64.5,3.38,27.3205,77.2398,5.8
Kidneybeans,Loamy,Cool,Low,None,Low,No,0.261,32.8,17.4,16.8,111.5,5.56,0.9,58.2,22.6,42.6,4.66,25.9064,72.5311,17.6
Muskmelon,Loamy,Normal,High,None,High,Yes,0.615,10.0,28.1,90.3,29.2,6.07,105.2,13.3,51.6,67.3,2.94,14.0964,88.7924,0.7
Jute,Clayey,Rainy,High,None,Low,No,0.632,56.2,29.9,82.1,164.4,6.28,81.2,46.9,37.0,63.1,4.89,13.7339,72.1729,1.8
Mungbean,Sandy,Normal,High,None,High,Yes,0.346,18.5,27.6,83.2,39.1,7.49,28.0,52.6,15.8,48.9,2.32,29.3279,83.386,2.6
Coffee,Silty,Rainy,Low,None,Low,No,0.687,45.5,20.6,56.9,165.8,7.1,90.1,33.9,25.6,62.8,6.52,17.2335,90.3702,12.3
Coffee,Clayey,Rainy,Low,None,Low,No,0.655,51.2,27.3,56.4,183.0,6.54,104.2,39.0,30.7,71.1,6.84,18.234,81.4834,1.2
Grapes,Clayey,Cool,Medium,Anthracnose,Moderate,Yes,0.246,27.5,12.5,83.8,65.2,5.92,18.5,142.5,199.5,91.7,4.53,31.7047,94.2555,0.2
Mothbeans,Clayey,Normal,Medium,None,High,Yes,0.328,23.9,26.2,37.9,37.1,6.73,8.7,35.4,19.7,52.4,2.72,20.6181,92.6963,10.5
Coffee,Loamy,Normal,Medium,None,Low,No,0.655,49.4,23.2,59.5,131.2,6.43,82.4,39.0,25.7,66.6,6.63,17.0077,85.9359,16.4
Cotton,Clayey,Normal,High,Bacterial Blight,Moderate,Yes,0.512,33.3,24.0,83.6,98.8,6.24,105.2,42.0,22.2,66.6,3.41,34.1741,86.3823,16.2
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.425,47.4,21.7,91.0,108.0,5.63,31.5,133.9,200.8,80.6,4.56,8.5625,82.8179,0.0
Pigeonpeas,Sandy,Normal,High,Fusarium Wilt,Low,No,0.38,41.7,31.3,65.6,119.3,7.37,24.9,57.0,19.9,53.2,3.35,9.7116,75.151,2.4
Banana,Clayey,Normal,High,None,Moderate,Yes,0.645,26.1,28.9,84.6,99.4,5.98,94.2,85.5,50.6,74.5,4.71,9.7563,93.6584,6.3
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.24,35.2,30.5,90.1,102.9,6.39,11.3,24.8,9.2,56.7,3.61,12.2808,86.1508,8.8
Cotton,Loamy,Normal,Medium,Bacterial Blight,Moderate,Yes,0.625,24.4,22.3,77.0,71.4,6.71,117.8,42.9,24.4,65.2,3.65,17.1428,88.8945,3.6
Jute,Clayey,Rainy,High,Stem Rot,Low,No,0.639,42.0,26.1,85.2,166.2,6.97,77.4,43.1,36.8,63.1,3.29,12.3955,83.1606,6.7
Blackgram,Clayey,Normal,High,None,Moderate,Yes,0.246,23.0,25.8,63.4,66.0,6.57,23.7,64.0,18.6,65.2,4.52,21.0064,71.3422,17.4
Lentil,Clayey,Cool,High,None,High,Yes,0.179,27.9,18.3,66.4,44.6,6.89,9.1,56.4,21.8,59.8,2.4,26.3956,79.4785,10.3
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.376,26.7,21.9,85.4,103.1,6.38,19.7,21.7,42.0,60.8,3.24,14.1706,83.5507,4.7
Cotton,Sandy,Normal,Medium,None,Moderate,Yes,0.557,24.4,20.8,77.0,73.4,6.72,111.3,48.9,20.1,65.7,5.43,26.8908,82.8423,7.8
Mothbeans,Sandy,Hot & Dry,Medium,Root Rot,Moderate,Yes,0.236,24.9,31.5,38.2,63.1,8.44,4.5,44.7,16.1,27.6,1.76,14.6645,93.816,16.3
Mungbean,Clayey,Normal,High,None,Moderate,Yes,0.355,19.5,27.5,83.3,53.0,6.75,20.4,42.7,17.2,55.4,3.72,31.0551,87.3437,4.6
Chickpea,Clayey,Normal,Low,None,Moderate,Yes,0.381,30.3,24.3,18.6,92.9,8.34,44.7,77.1,83.5,50.1,3.88,13.5328,80.2718,4.1
Chickpea,Loamy,Cool,Low,None,Moderate,Yes,0.454,42.9,15.5,11.2,78.7,5.93,31.2,71.3,78.0,68.5,5.73,8.8807,95.0002,8.4
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.557,33.3,37.7,83.5,153.4,5.68,66.8,53.1,39.6,60.2,3.37,9.0777,80.5421,19.9
Mothbeans,Sandy,Normal,Low,None,High,Yes,0.35,25.2,24.5,60.8,42.7,5.33,38.9,49.4,15.4,41.4,2.13,8.0565,86.8553,4.1
Watermelon,Sandy,Normal,High,None,High,Yes,0.508,24.0,27.2,87.4,41.8,6.29,102.4,22.6,52.9,69.6,3.07,23.6822,77.3006,2.5
Watermelon,Silty,Normal,High,Anthracnose,Moderate,Yes,0.502,23.8,23.5,82.9,55.0,6.81,87.0,15.0,49.7,63.1,3.23,17.6513,78.4014,11.7
Papaya,Clayey,Rainy,High,Papaya Ring Spot Virus,Low,No,0.558,55.0,31.6,94.3,165.7,6.81,64.5,39.1,45.4,60.8,3.42,31.8799,93.541,4.9
Papaya,Sandy,Normal,High,Phytophthora Blight,Moderate,Yes,0.42,20.6,38.9,93.3,87.6,6.58,31.7,37.6,45.0,59.3,2.77,31.7615,74.3531,15.1
Watermelon,Loamy,Normal,High,None,Moderate,Yes,0.605,29.3,26.4,81.6,55.1,6.69,107.5,29.7,47.3,75.0,4.56,35.5532,75.0132,0.8
Mungbean,Loamy,Normal,High,None,High,Yes,0.357,10.0,27.1,80.3,39.6,6.18,21.7,37.4,23.1,53.3,2.36,8.3065,85.3293,0.4
Mango,Silty,Normal,Medium,None,Moderate,Yes,0.225,26.8,29.8,51.1,94.8,4.6,8.3,25.7,30.9,26.4,2.42,20.2583,85.0266,13.5
Coffee,Loamy,Rainy,Medium,None,Low,No,0.56,54.4,24.9,68.1,158.9,6.71,99.6,15.7,25.4,66.7,6.64,25.5047,81.6091,0.6
Papaya,Clayey,Rainy,High,Papaya Ring Spot Virus,Low,No,0.652,72.7,30.0,90.1,221.2,6.56,61.1,56.4,47.2,69.1,4.02,31.2379,83.5342,3.1
Lentil,Loamy,Normal,Low,None,High,Yes,0.274,10.0,28.8,62.9,40.8,5.83,23.4,72.5,19.9,51.4,2.47,19.2318,89.5914,2.6
Mothbeans,Loamy,Normal,Low,None,High,Yes,0.318,21.4,26.7,57.3,40.3,9.0,30.9,36.1,16.8,28.9,1.74,35.4535,84.3204,1.1
Mango,Loamy,Hot & Dry,Low,Powdery Mildew,Moderate,Yes,0.291,26.6,34.0,48.7,93.4,5.86,31.8,25.7,32.1,54.1,3.43,27.2764,81.7641,1.5
Blackgram,Loamy,Normal,High,None,Moderate,Yes,0.527,21.9,26.6,65.7,66.7,7.16,56.3,76.9,16.2,56.8,3.67,24.2303,74.7352,0.0
Pigeonpeas,Sandy,Normal,Low,None,Low,No,0.411,33.3,29.2,30.5,119.2,6.07,29.9,64.8,18.7,61.2,6.46,13.4713,81.768,1.4
Kidneybeans,Loamy,Normal,Low,None,Low,No,0.286,50.0,23.6,15.7,137.2,6.17,6.9,68.8,21.3,57.1,5.92,19.9918,86.1431,15.0
Lentil,Clayey,Normal,High,None,High,Yes,0.271,21.3,21.8,63.9,49.5,5.89,16.3,73.8,15.4,57.8,2.39,35.5322,82.7769,3.8
Jute,Loamy,Rainy,High,None,Low,No,0.46,54.9,27.7,78.7,153.3,6.05,66.3,50.0,37.9,59.2,4.66,26.8548,96.6137,11.4
Papaya,Clayey,Rainy,High,Papaya Ring Spot Virus,Low,No,0.589,63.4,31.0,92.4,216.3,6.88,54.2,58.0,53.6,67.1,4.01,36.2816,83.4494,2.3
Chickpea,Sandy,Cool,Low,None,Moderate,Yes,0.46,36.2,19.3,15.1,92.2,6.44,30.1,61.7,77.7,68.8,5.62,19.9346,75.6534,8.9
Coffee,Silty,Rainy,High,None,Low,No,0.664,52.8,28.0,63.8,171.7,6.28,87.5,30.3,32.9,62.8,4.82,28.9595,76.4524,9.7
Cotton,Clayey,Normal,Medium,Bacterial Blight,Moderate,Yes,0.61,30.9,23.2,80.0,79.4,5.99,131.6,55.8,16.8,68.6,3.75,36.0289,91.5803,4.9
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.658,76.3,29.9,84.7,273.2,6.38,64.0,55.3,37.5,65.5,3.84,21.8147,79.2197,19.6
Mothbeans,Silty,Normal,Low,Yellow Mosaic,Moderate,Yes,0.194,14.2,24.3,32.8,54.1,4.2,4.9,54.0,24.9,30.0,1.84,8.2858,77.7906,14.4
Lentil,Clayey,Normal,Low,None,High,Yes,0.222,10.0,25.2,67.5,42.1,7.36,11.4,61.0,17.2,49.8,2.85,13.8911,85.8726,11.6
Chickpea,Clayey,Normal,Low,None,Moderate,Yes,0.348,29.2,27.1,11.2,77.2,6.24,42.8,70.4,84.7,74.9,5.89,16.9463,84.8095,2.2
Grapes,Sandy,Normal,Low,Anthracnose,Moderate,Yes,0.395,34.2,21.1,82.2,73.9,5.65,17.8,125.8,203.5,76.5,4.38,30.898,83.1941,2.0
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.416,35.1,21.0,90.7,120.9,5.58,20.3,129.7,199.4,79.5,4.37,28.7331,94.0551,0.7
Apple,Silty,Normal,High,Apple Scab,Low,No,0.425,32.4,23.2,90.3,100.5,6.21,38.4,137.2,200.6,88.1,4.52,20.6835,78.0987,0.0
Lentil,Loamy,Normal,High,None,Moderate,Yes,0.402,18.3,25.7,66.0,51.9,7.12,19.1,59.2,23.5,56.5,3.39,28.1641,69.4519,0.0
Lentil,Loamy,Normal,High,None,High,Yes,0.297,15.0,21.3,69.2,41.2,5.96,18.1,62.3,23.6,51.2,2.37,35.6613,95.3038,0.7
Papaya,Loamy,Normal,High,Anthracnose,Moderate,Yes,0.45,18.7,23.3,94.8,56.2,6.8,48.8,45.6,46.7,66.2,2.96,13.1888,83.4761,0.3
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.57,57.0,36.3,82.5,209.1,7.24,79.5,39.3,37.7,62.5,3.66,16.099,75.1279,7.6
Kidneybeans,Silty,Cool,Low,None,Moderate,Yes,0.373,35.0,15.4,24.8,85.8,5.64,28.5,59.1,21.1,53.8,4.52,23.07,90.8052,2.0
Grapes,Silty,Normal,High,Anthracnose,Moderate,Yes,0.373,23.2,24.1,82.5,67.1,6.3,30.1,133.1,199.1,90.5,3.58,17.1218,73.7624,0.0
Watermelon,Silty,Normal,High,None,Moderate,Yes,0.552,14.8,25.9,87.6,55.9,6.14,111.0,23.8,49.5,71.9,4.67,21.4909,93.5891,1.2
Watermelon,Loamy,Normal,High,None,High,Yes,0.667,27.1,26.4,81.0,47.0,6.37,118.4,11.1,46.5,73.9,3.31,23.9966,69.1752,4.9
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.339,31.6,22.5,90.1,118.6,5.6,2.7,128.3,198.1,78.4,4.36,25.7749,78.0608,14.1
Mango,Loamy,Normal,Low,None,Moderate,Yes,0.347,32.7,29.4,49.9,85.7,6.41,2.0,27.9,26.2,56.4,4.51,27.1579,80.756,17.4
Lentil,Clayey,Normal,Medium,None,High,Yes,0.155,10.0,25.4,62.8,35.9,5.94,5.8,74.1,17.0,53.3,3.07,20.3804,84.4774,16.3
Mungbean,Loamy,Normal,High,None,High,Yes,0.343,27.1,27.8,84.8,46.7,6.1,0.0,36.7,23.6,51.7,2.49,25.8872,96.4043,19.9
Lentil,Sandy,Normal,High,None,High,Yes,0.34,21.0,26.9,66.3,38.1,6.15,23.1,68.7,24.0,59.7,2.28,31.633,80.5823,0.0
Orange,Clayey,Cool,Low,Citrus Canker,Low,No,0.404,43.5,11.3,93.0,105.2,7.2,12.0,29.3,14.9,50.4,3.35,10.8593,83.7241,6.9
Grapes,Silty,Cool,Low,Anthracnose,Moderate,Yes,0.276,38.7,13.2,82.4,65.7,6.43,16.8,128.3,195.8,90.9,4.96,17.6798,78.741,2.7
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.43,30.4,22.9,92.0,107.2,6.35,35.2,132.3,204.6,90.9,4.25,10.3808,91.0896,0.0
Papaya,Sandy,Normal,High,None,Moderate,Yes,0.38,10.0,36.5,93.5,50.8,6.58,47.1,57.4,54.3,66.7,4.63,18.3603,84.5879,0.6
Pomegranate,Loamy,Normal,High,Bacterial Blight,Low,No,0.275,32.8,24.9,91.1,102.9,6.73,13.2,6.0,40.8,59.1,3.5,23.2565,92.1223,5.4
Chickpea,Clayey,Normal,High,None,Moderate,Yes,0.338,23.7,26.6,15.1,71.7,6.99,38.5,76.3,76.6,65.3,4.24,35.5994,76.8856,3.8
Grapes,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.358,11.7,35.1,83.3,69.6,5.71,16.7,143.3,202.9,79.7,3.63,12.3305,70.1298,6.0
Banana,Silty,Normal,High,None,Low,No,0.619,44.4,25.6,81.4,106.6,6.44,103.2,88.0,49.4,76.3,5.93,13.5532,69.9156,0.0
Lentil,Sandy,Normal,High,None,High,Yes,0.352,21.8,29.6,67.8,44.0,7.23,15.6,75.3,19.6,55.5,2.07,33.2061,72.7612,3.3
Chickpea,Loamy,Normal,High,None,Moderate,Yes,0.488,35.3,28.3,12.4,93.7,7.31,39.5,79.7,76.5,62.0,3.94,25.8314,77.7782,0.0
Orange,Clayey,Normal,High,Citrus Canker,Low,No,0.337,34.8,31.4,93.7,107.8,6.41,8.1,8.7,11.8,56.6,3.45,9.1433,95.9601,11.7
Pomegranate,Clayey,Normal,Medium,Bacterial Blight,Low,No,0.368,47.2,20.3,89.1,111.9,6.44,21.6,23.9,35.4,63.6,4.33,15.6763,93.8539,4.0
Blackgram,Loamy,Normal,Medium,None,Moderate,Yes,0.354,16.8,25.0,62.3,72.3,6.72,46.7,69.5,18.9,59.2,5.16,35.2576,68.474,4.1
Jute,Silty,Rainy,High,Stem Rot,Low,No,0.695,62.0,25.0,81.6,177.6,6.8,91.5,54.2,41.6,73.4,3.95,27.027,68.4121,1.0
Banana,Clayey,Normal,High,Panama Wilt,Low,No,0.647,34.7,25.6,82.5,109.7,5.76,105.9,93.7,45.2,74.1,3.93,35.0205,76.9753,1.8
Papaya,Clayey,Normal,High,None,Moderate,Yes,0.467,27.0,25.1,94.7,53.9,6.98,55.6,36.9,46.6,58.3,3.7,22.5134,92.2205,1.7
Orange,Loamy,Cool,Low,Citrus Canker,Low,No,0.26,51.6,12.1,93.9,107.8,6.53,4.9,21.7,7.8,56.1,3.9,23.1405,87.9964,11.5
Jute,Loamy,Rainy,High,None,Low,No,0.545,50.8,27.6,72.1,190.6,6.77,74.1,43.5,38.9,67.1,5.59,34.4736,82.3369,8.2
Grapes,Loamy,Cool,Medium,Anthracnose,Moderate,Yes,0.335,30.2,9.2,80.9,65.2,6.07,12.9,129.2,204.0,85.5,4.25,32.4476,85.2448,7.6
Kidneybeans,Silty,Normal,Low,Angular Leaf Spot,Low,No,0.458,48.0,20.5,22.6,133.0,5.62,23.7,66.8,20.5,48.8,3.16,16.7059,95.9583,0.0
Lentil,Loamy,Normal,High,None,High,Yes,0.335,21.9,28.2,69.8,42.3,7.45,32.6,80.0,17.8,51.8,2.34,33.2156,95.0109,2.2
Kidneybeans,Loamy,Cool,Low,None,Moderate,Yes,0.381,26.6,18.3,23.9,79.1,5.68,14.5,57.4,17.6,47.3,3.94,28.024,76.619,6.3
Pomegranate,Loamy,Normal,High,Bacterial Blight,Low,No,0.365,30.6,20.2,93.8,105.0,5.64,4.0,15.1,44.3,41.6,2.06,31.4755,79.7737,11.5
Mothbeans,Clayey,Normal,High,None,Moderate,Yes,0.396,25.1,24.7,36.7,55.6,7.72,23.6,49.0,22.9,39.8,2.38,35.7615,93.0509,1.6
Watermelon,Clayey,Normal,High,None,Moderate,Yes,0.392,13.8,27.9,87.8,51.0,6.19,80.2,18.1,47.7,65.5,4.0,36.2379,79.9347,17.9
Lentil,Clayey,Normal,High,None,Moderate,Yes,0.264,16.9,23.0,66.5,54.6,6.5,10.0,76.4,16.2,60.3,4.07,11.4793,87.4597,7.0
Maize,Loamy,Cool,High,Gray Leaf Spot,Moderate,Yes,0.394,20.3,18.9,62.9,73.8,6.95,69.2,41.2,15.5,56.4,2.5,20.9652,72.2626,11.1
Kidneybeans,Clayey,Normal,Low,None,Moderate,Yes,0.404,24.2,21.6,21.8,78.1,5.94,34.8,63.1,19.1,55.2,4.34,9.4191,68.0887,1.2
Maize,Silty,Normal,High,None,Moderate,Yes,0.492,21.2,24.3,59.1,74.4,5.67,91.3,55.8,22.5,62.0,4.03,16.7927,74.5052,0.0
Lentil,Clayey,Normal,Low,None,Moderate,Yes,0.376,19.3,23.8,64.4,50.6,5.77,33.6,79.1,17.7,60.7,4.85,15.3895,70.8662,4.0
Orange,Clayey,Normal,High,Citrus Canker,Low,No,0.459,41.2,24.2,94.4,105.7,6.36,32.0,23.7,5.2,57.3,3.33,12.3238,68.5675,3.4
Papaya,Silty,Normal,High,Papaya Ring Spot Virus,Low,No,0.502,36.8,26.2,93.7,129.2,6.86,46.8,43.5,49.8,59.4,3.51,24.3566,70.7866,3.9
Mungbean,Loamy,Normal,High,None,High,Yes,0.335,19.8,28.1,87.6,47.3,6.8,35.6,43.1,23.6,60.4,2.3,33.13,73.9438,0.9
Chickpea,Loamy,Normal,Low,None,Moderate,Yes,0.252,17.6,25.8,12.2,76.1,6.14,24.1,79.7,80.5,68.8,5.92,33.9,70.711,17.2
Cotton,Loamy,Normal,Medium,Bacterial Blight,Moderate,Yes,0.599,26.0,22.7,81.3,61.8,7.02,104.8,55.1,22.9,67.0,3.62,19.9425,77.5916,10.8
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.342,59.3,28.5,99.3,182.8,6.25,9.2,19.4,25.0,58.0,3.08,12.5517,89.3868,11.8
Mungbean,Sandy,Normal,High,None,High,Yes,0.375,20.4,27.2,84.5,35.8,6.93,33.1,39.9,17.9,53.9,2.41,32.175,72.613,0.6
Mothbeans,Clayey,Hot & Dry,Medium,None,High,Yes,0.213,10.0,31.1,34.3,39.5,8.47,15.0,48.3,21.8,29.8,1.76,33.631,83.3951,8.3
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.497,62.5,29.4,91.6,180.6,6.5,36.0,27.9,34.8,61.6,3.63,34.8602,91.1508,3.8
Mungbean,Loamy,Normal,High,None,Moderate,Yes,0.379,13.7,29.8,88.7,52.4,6.17,16.2,44.4,20.4,57.5,4.1,24.8392,89.3908,2.0
Orange,Loamy,Cool,Medium,Citrus Canker,Low,No,0.246,42.3,16.0,90.3,110.9,7.29,7.2,26.9,13.0,40.5,2.97,32.0152,69.2765,11.7
Mungbean,Silty,Normal,High,None,High,Yes,0.288,10.1,27.3,81.5,45.6,6.66,5.6,54.8,22.0,60.6,2.92,17.7928,68.9601,9.6
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.793,64.1,34.5,80.4,261.3,5.41,106.5,52.3,43.6,61.6,3.87,26.7789,69.6602,2.4
Cotton,Clayey,Normal,High,Bacterial Blight,Moderate,Yes,0.625,27.2,21.9,76.2,85.8,7.33,101.0,38.7,18.5,53.8,2.54,16.3283,83.1444,18.5
Pigeonpeas,Sandy,Hot & Dry,Low,Fusarium Wilt,Low,No,0.359,32.1,35.3,42.6,145.8,5.91,7.0,74.1,20.0,49.7,3.68,10.572,88.9931,10.3
Pigeonpeas,Silty,Normal,High,Sterility Mosaic,Low,No,0.404,40.1,21.3,40.8,125.4,5.18,16.2,69.1,17.4,47.2,2.38,21.6233,79.7952,2.7
Cotton,Loamy,Normal,Low,Bacterial Blight,Moderate,Yes,0.757,39.3,23.9,75.2,85.4,6.75,134.2,49.0,21.2,68.8,3.59,11.5499,79.3586,3.8
Kidneybeans,Clayey,Cool,Low,None,Low,No,0.429,42.1,17.6,22.3,117.9,6.46,35.6,77.9,22.4,70.2,7.3,13.4428,86.7845,0.8
Blackgram,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.377,27.3,31.2,63.0,68.6,6.67,26.2,56.6,22.0,59.7,2.71,28.7927,78.6794,14.1
Orange,Sandy,Cool,Medium,Citrus Canker,Low,No,0.446,43.2,16.3,92.3,107.8,6.06,17.2,7.6,14.6,45.2,2.9,19.6951,74.6433,4.9
Banana,Loamy,Normal,High,Panama Wilt,Low,No,0.556,38.9,29.3,82.3,104.1,6.17,101.7,74.7,46.9,76.8,4.3,24.1266,82.5281,0.0
Lentil,Clayey,Normal,Low,None,High,Yes,0.311,10.0,28.0,60.6,35.8,6.88,13.3,79.3,19.7,62.2,2.98,30.1863,78.2968,9.2
Lentil,Loamy,Normal,High,Rust,High,Yes,0.346,15.5,26.7,68.1,36.8,7.11,23.5,77.1,16.2,55.5,1.45,10.6511,87.6847,1.4
Pigeonpeas,Sandy,Rainy,High,Fusarium Wilt,Low,No,0.525,55.6,37.4,64.2,195.2,6.67,16.2,63.1,17.3,59.7,3.81,32.893,90.5885,6.1
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.46,24.2,30.5,95.0,102.1,6.04,35.7,5.3,6.8,45.7,2.53,26.4682,82.4232,3.1
Cotton,Sandy,Normal,High,Bacterial Blight,Moderate,Yes,0.633,22.6,20.0,81.2,74.7,5.93,104.8,53.1,19.2,59.5,2.47,23.2529,90.3842,12.2
Papaya,Clayey,Rainy,High,Papaya Ring Spot Virus,Low,No,0.507,78.4,28.8,90.1,249.4,6.57,41.7,40.8,50.3,62.2,3.3,14.9641,75.9756,7.0
Chickpea,Sandy,Normal,Low,None,Moderate,Yes,0.394,33.3,27.9,12.9,77.2,7.06,23.7,78.3,82.0,66.3,5.32,20.6258,90.9312,11.4
Kidneybeans,Loamy,Cool,Low,None,Low,No,0.366,46.2,15.2,15.4,149.1,5.69,4.7,58.2,22.8,48.1,5.06,10.1077,95.269,11.8
Mothbeans,Clayey,Normal,High,None,High,Yes,0.259,23.6,24.4,47.2,49.6,7.08,30.7,41.4,18.4,52.9,2.24,15.6497,89.7402,0.0
Blackgram,Clayey,Normal,High,None,Moderate,Yes,0.428,27.8,34.9,67.8,63.6,6.84,32.2,68.9,22.9,63.0,3.92,18.8548,88.9919,4.6
Coffee,Loamy,Rainy,High,None,Low,No,0.546,44.9,28.2,60.1,162.3,7.49,94.8,32.3,25.2,55.6,4.94,24.9041,72.8024,7.4
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.44,50.3,27.9,93.8,158.2,6.28,25.0,20.6,32.7,57.7,3.16,23.5227,78.6192,0.7
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.512,51.7,25.1,95.0,188.8,5.81,9.9,13.3,26.0,43.0,2.73,31.7616,76.5385,7.0
Watermelon,Loamy,Normal,High,Anthracnose,High,Yes,0.504,13.5,24.1,87.0,49.5,6.99,96.2,19.0,54.4,66.8,2.17,16.9756,95.3479,6.1
Orange,Sandy,Normal,High,Citrus Canker,Low,No,0.411,34.3,32.7,93.3,110.4,7.35,24.3,13.1,11.6,39.2,2.66,33.7312,71.4164,0.0
